Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Garlic seeds or seedlings,10151510
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Leek seeds or seedlings,10151511
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Lettuce seeds or seedlings,10151512
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Corn seeds or seedlings,10151513
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Melon seeds or seedlings,10151514
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Onion seeds or seedlings,10151515
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Soya seeds or seedlings,10151516
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Spinach seeds or seedlings,10151517
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Tomato seeds or seedlings,10151518
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Turnip seeds or seedlings,10151519
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Chard seeds or seedlings,10151520
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Sweet pepper seeds or seedlings,10151521
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Beet seeds or seedlings,10151522
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Cauliflower seeds or seedlings,10151523
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Parsley seeds or seedlings,10151524
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Broccoli seeds or seedlings,10151525
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Cabbage seeds or seedlings,10151526
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Potato seeds or seedlings,10151527
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Sweet potato seeds or seedlings,10151528
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Pumpkin seeds or seedlings,10151529
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Radish seeds or seedlings,10151530
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Brussel sprout seeds or seedlings,10151531
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Squash seeds or seedlings,10151532
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Okra seeds or seedlings,10151533
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Cantaloupe seeds or seedlings,10151534
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Vegetable seeds and seedlings,Peanut seeds or seedlings,10151535
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Cereal seeds,10151600
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Wheat seeds,10151601
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Colza seeds,10151602
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Barley seeds,10151603
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Millet seeds,10151604
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Oat seeds,10151605
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Sesame seeds,10151606
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Linseed seeds,10151607
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Castor oil seeds,10151608
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Maize seeds,10151609
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Rye seeds,10151610
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Cereal seeds,Sorghum seeds,10151611
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Grass and forage seeds and seedlings,10151700
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Rice seeds or seedlings,10151701
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Clover seeds or seedling,10151702
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Alfalfa seeds or seedlings,10151703
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Grass seeds or seedlings,10151704
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Crown vetch seeds or seedlings,10151705
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Grass and forage seeds and seedlings,Guar seeds or seedlings,10151706
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Spice crop seeds and seedlings,10151800
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Pepper seeds or seedlings,10151801
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Vanilla seeds or seedlings,10151802
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Cinnamon seeds or seedlings,10151803
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Clove seeds or seedlings,10151804
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Coriander seeds or seedlings,10151805
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Ginger seeds or seedlings,10151806
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Saffron seeds or seedlings,10151807
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Thyme seeds or seedlings,10151808
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Curry seeds or seedlings,10151809
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Mustard seeds or seedlings,10151810
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Spice crop seeds and seedlings,Ginseng roots or seedlings,10151811
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,10151900
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Tulip seeds or bulbs or seedlings or cuttings,10151901
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Rose seeds or seedlings or cuttings,10151902
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Daffodil seeds or bulbs or seedlings or cuttings,10151903
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Sunflower seeds,10151904
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Hyacinth bulbs or shoots,10151905
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Lily Bulbs,10151906
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Flower seeds and bulbs and seedlings and cuttings,Vetch seeds or seedlings,10151907
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Tree and shrub seeds and cuttings,Tree and shrub seeds and cuttings,10152000
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Tree and shrub seeds and cuttings,Fruit tree seeds or cuttings,10152001
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Tree and shrub seeds and cuttings,Conifer tree seeds or cuttings,10152002
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Tree and shrub seeds and cuttings,Nut tree seeds or cuttings,10152003
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Residues other than animal feed,Residues other than animal feed,10152100
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Residues other than animal feed,Residues babool seed extraction,10152101
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Residues other than animal feed,Residues of rape seeds,10152102
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Residues other than animal feed,Residue of linseed,10152103
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Residues other than animal feed,Oil cake of neem,10152104
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Fibrous crop seeds and seedlings,Fibrous crop seeds and seedlings,10152200
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Fibrous crop seeds and seedlings,Cotton seeds or seedlings,10152201
Live Plant and Animal Material and Accessories and Supplies,Seeds and bulbs and seedlings and cuttings,Fibrous crop seeds and seedlings,Flax seeds or seedlings,10152202
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,,Floriculture and silviculture products,10160000
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Trees and shrubs,10161500
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Olive trees,10161501
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Coffee shrubs,10161502
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Cocoa trees,10161503
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Apple trees,10161504
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Peach trees,10161505
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Orange trees,10161506
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Rhododendron shrubs,10161507
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Tea shrubs,10161508
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Conifer trees,10161509
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Spruce trees,10161510
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Pine trees,10161511
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Fir trees,10161512
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Trees and shrubs,Palm trees,10161513
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Floral plants,Floral plants,10161600
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Floral plants,Rose plants,10161601
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Floral plants,Poinsettias plants,10161602
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Floral plants,Orchids plants,10161603
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Floral plants,Azaleas plants,10161604
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Floral plants,Cactus plants,10161605
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut flowers,10161700
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut gladiolus,10161701
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut lilies,10161702
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut carnations,10161703
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut tulips,10161704
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut roses,10161705
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Cut flowers,Cut flower arrangement,10161707
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Non flowering plants,Non flowering plants,10161800
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Non flowering plants,Ferns,10161801
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Non flowering plants,Ivies,10161802
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Non flowering plants,Philodendrons,10161803
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Non flowering plants,Lichens,10161804
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Dried floral products,Dried floral products,10161900
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Dried floral products,Dried pods,10161901
Live Plant and Animal Material and Accessories and Supplies,Floriculture and silviculture products,Dried floral products,Dried leafy greenery,10161902
